Sample Name	Protocol REF	Extract Name	Protocol REF	Raw Data File R1	Protocol REF	Single-cell Sequencing Raw Data File	Protocol REF	Pseudobulk File	Protocol REF	Feature Annotation File
INCOV058-BL	Extraction	extract_INCOV058-BL	Single cell sequencing	scs_rawdata_extract_INCOV058-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV058-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV059-BL	Extraction	extract_INCOV059-BL	Single cell sequencing	scs_rawdata_extract_INCOV059-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV059-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV060-BL	Extraction	extract_INCOV060-BL	Single cell sequencing	scs_rawdata_extract_INCOV060-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV060-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV061-BL	Extraction	extract_INCOV061-BL	Single cell sequencing	scs_rawdata_extract_INCOV061-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV061-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV062-BL	Extraction	extract_INCOV062-BL	Single cell sequencing	scs_rawdata_extract_INCOV062-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV062-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV063-BL	Extraction	extract_INCOV063-BL	Single cell sequencing	scs_rawdata_extract_INCOV063-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV063-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV066-BL	Extraction	extract_INCOV066-BL	Single cell sequencing	scs_rawdata_extract_INCOV066-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV066-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV067-BL	Extraction	extract_INCOV067-BL	Single cell sequencing	scs_rawdata_extract_INCOV067-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV067-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV068-BL	Extraction	extract_INCOV068-BL	Single cell sequencing	scs_rawdata_extract_INCOV068-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV068-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV069-BL	Extraction	extract_INCOV069-BL	Single cell sequencing	scs_rawdata_extract_INCOV069-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV069-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV070-BL	Extraction	extract_INCOV070-BL	Single cell sequencing	scs_rawdata_extract_INCOV070-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV070-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV071-BL	Extraction	extract_INCOV071-BL	Single cell sequencing	scs_rawdata_extract_INCOV071-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV071-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV072-BL	Extraction	extract_INCOV072-BL	Single cell sequencing	scs_rawdata_extract_INCOV072-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV072-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV073-BL	Extraction	extract_INCOV073-BL	Single cell sequencing	scs_rawdata_extract_INCOV073-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV073-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV074-BL	Extraction	extract_INCOV074-BL	Single cell sequencing	scs_rawdata_extract_INCOV074-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV074-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV075-BL	Extraction	extract_INCOV075-BL	Single cell sequencing	scs_rawdata_extract_INCOV075-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV075-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV076-BL	Extraction	extract_INCOV076-BL	Single cell sequencing	scs_rawdata_extract_INCOV076-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV076-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV077-BL	Extraction	extract_INCOV077-BL	Single cell sequencing	scs_rawdata_extract_INCOV077-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV077-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV078-BL	Extraction	extract_INCOV078-BL	Single cell sequencing	scs_rawdata_extract_INCOV078-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV078-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV079-BL	Extraction	extract_INCOV079-BL	Single cell sequencing	scs_rawdata_extract_INCOV079-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV079-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV080-BL	Extraction	extract_INCOV080-BL	Single cell sequencing	scs_rawdata_extract_INCOV080-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV080-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV081-BL	Extraction	extract_INCOV081-BL	Single cell sequencing	scs_rawdata_extract_INCOV081-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV081-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV082-BL	Extraction	extract_INCOV082-BL	Single cell sequencing	scs_rawdata_extract_INCOV082-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV082-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV083-BL	Extraction	extract_INCOV083-BL	Single cell sequencing	scs_rawdata_extract_INCOV083-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV083-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV086-BL	Extraction	extract_INCOV086-BL	Single cell sequencing	scs_rawdata_extract_INCOV086-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV086-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV087-BL	Extraction	extract_INCOV087-BL	Single cell sequencing	scs_rawdata_extract_INCOV087-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV087-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV088-BL	Extraction	extract_INCOV088-BL	Single cell sequencing	scs_rawdata_extract_INCOV088-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV088-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV090-BL	Extraction	extract_INCOV090-BL	Single cell sequencing	scs_rawdata_extract_INCOV090-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV090-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV091-BL	Extraction	extract_INCOV091-BL	Single cell sequencing	scs_rawdata_extract_INCOV091-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV091-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV092-BL	Extraction	extract_INCOV092-BL	Single cell sequencing	scs_rawdata_extract_INCOV092-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV092-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV093-BL	Extraction	extract_INCOV093-BL	Single cell sequencing	scs_rawdata_extract_INCOV093-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV093-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV094-BL	Extraction	extract_INCOV094-BL	Single cell sequencing	scs_rawdata_extract_INCOV094-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV094-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV096-BL	Extraction	extract_INCOV096-BL	Single cell sequencing	scs_rawdata_extract_INCOV096-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV096-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV097-BL	Extraction	extract_INCOV097-BL	Single cell sequencing	scs_rawdata_extract_INCOV097-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV097-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV098-BL	Extraction	extract_INCOV098-BL	Single cell sequencing	scs_rawdata_extract_INCOV098-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV098-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV100-BL	Extraction	extract_INCOV100-BL	Single cell sequencing	scs_rawdata_extract_INCOV100-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV100-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV101-BL	Extraction	extract_INCOV101-BL	Single cell sequencing	scs_rawdata_extract_INCOV101-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV101-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV102-BL	Extraction	extract_INCOV102-BL	Single cell sequencing	scs_rawdata_extract_INCOV102-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV102-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV103-BL	Extraction	extract_INCOV103-BL	Single cell sequencing	scs_rawdata_extract_INCOV103-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV103-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV104-BL	Extraction	extract_INCOV104-BL	Single cell sequencing	scs_rawdata_extract_INCOV104-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV104-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV105-BL	Extraction	extract_INCOV105-BL	Single cell sequencing	scs_rawdata_extract_INCOV105-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV105-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV106-BL	Extraction	extract_INCOV106-BL	Single cell sequencing	scs_rawdata_extract_INCOV106-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV106-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV107-BL	Extraction	extract_INCOV107-BL	Single cell sequencing	scs_rawdata_extract_INCOV107-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV107-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV108-BL	Extraction	extract_INCOV108-BL	Single cell sequencing	scs_rawdata_extract_INCOV108-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV108-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV109-BL	Extraction	extract_INCOV109-BL	Single cell sequencing	scs_rawdata_extract_INCOV109-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV109-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV110-BL	Extraction	extract_INCOV110-BL	Single cell sequencing	scs_rawdata_extract_INCOV110-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV110-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV111-BL	Extraction	extract_INCOV111-BL	Single cell sequencing	scs_rawdata_extract_INCOV111-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV111-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV112-BL	Extraction	extract_INCOV112-BL	Single cell sequencing	scs_rawdata_extract_INCOV112-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV112-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV113-BL	Extraction	extract_INCOV113-BL	Single cell sequencing	scs_rawdata_extract_INCOV113-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV113-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV114-BL	Extraction	extract_INCOV114-BL	Single cell sequencing	scs_rawdata_extract_INCOV114-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV114-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV115-BL	Extraction	extract_INCOV115-BL	Single cell sequencing	scs_rawdata_extract_INCOV115-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV115-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV116-BL	Extraction	extract_INCOV116-BL	Single cell sequencing	scs_rawdata_extract_INCOV116-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV116-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV117-BL	Extraction	extract_INCOV117-BL	Single cell sequencing	scs_rawdata_extract_INCOV117-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV117-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV119-BL	Extraction	extract_INCOV119-BL	Single cell sequencing	scs_rawdata_extract_INCOV119-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV119-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV120-BL	Extraction	extract_INCOV120-BL	Single cell sequencing	scs_rawdata_extract_INCOV120-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV120-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV121-BL	Extraction	extract_INCOV121-BL	Single cell sequencing	scs_rawdata_extract_INCOV121-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV121-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV122-BL	Extraction	extract_INCOV122-BL	Single cell sequencing	scs_rawdata_extract_INCOV122-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV122-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV123-BL	Extraction	extract_INCOV123-BL	Single cell sequencing	scs_rawdata_extract_INCOV123-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV123-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV124-BL	Extraction	extract_INCOV124-BL	Single cell sequencing	scs_rawdata_extract_INCOV124-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV124-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV125-BL	Extraction	extract_INCOV125-BL	Single cell sequencing	scs_rawdata_extract_INCOV125-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV125-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV126-BL	Extraction	extract_INCOV126-BL	Single cell sequencing	scs_rawdata_extract_INCOV126-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV126-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV127-BL	Extraction	extract_INCOV127-BL	Single cell sequencing	scs_rawdata_extract_INCOV127-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV127-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV128-BL	Extraction	extract_INCOV128-BL	Single cell sequencing	scs_rawdata_extract_INCOV128-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV128-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV129-BL	Extraction	extract_INCOV129-BL	Single cell sequencing	scs_rawdata_extract_INCOV129-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV129-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV130-BL	Extraction	extract_INCOV130-BL	Single cell sequencing	scs_rawdata_extract_INCOV130-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV130-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV131-BL	Extraction	extract_INCOV131-BL	Single cell sequencing	scs_rawdata_extract_INCOV131-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV131-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV132-BL	Extraction	extract_INCOV132-BL	Single cell sequencing	scs_rawdata_extract_INCOV132-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV132-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
